decodedfeatures-imagery-VGG19_leaky-conv1_1-S1.zip,13001015,65ddbde36a6a2cd842703fe6c0d9fb46
decodedfeatures-imagery-VGG19_leaky-conv1_1-S2.zip,13001045,3d61fe745396bcb90ffb81c61a12fb2b
decodedfeatures-imagery-VGG19_leaky-conv1_1-S3.zip,13001048,897b18670e6c0fe9eb87e3f6a3d4bb07
decodedfeatures-imagery-VGG19_leaky-conv1_2-S1.zip,13001057,af9f2be9a5dcdbde1f19cd85fe8e795e
decodedfeatures-imagery-VGG19_leaky-conv1_2-S2.zip,13001069,dccffc385fa11cd5eb6816d6d3880470
decodedfeatures-imagery-VGG19_leaky-conv1_2-S3.zip,13001072,de824508a90d585368f92444254aedc7
decodedfeatures-imagery-VGG19_leaky-conv2_1-S1.zip,13001090,90412ca4f55c20a4f3de19c2d3b9c1f9
decodedfeatures-imagery-VGG19_leaky-conv2_1-S2.zip,13001096,a1326c0c38b1f32a3f75368efba80a23
decodedfeatures-imagery-VGG19_leaky-conv2_1-S3.zip,13001099,0538c58a8eda4682b526f9453348c2f9
decodedfeatures-imagery-VGG19_leaky-conv2_2-S1.zip,13001123,b7e28b3eb20513f8c4e844a7628dd86a
decodedfeatures-imagery-VGG19_leaky-conv2_2-S2.zip,13001150,08cf746c8573fdec775a2a4eaca38d24
decodedfeatures-imagery-VGG19_leaky-conv2_2-S3.zip,13001186,3f961a7c092617d13179566cb7957d20
decodedfeatures-imagery-VGG19_leaky-conv3_1-S1.zip,13001192,3360b955997ef1cfda90dbbee835084c
decodedfeatures-imagery-VGG19_leaky-conv3_1-S2.zip,13001198,f0458132a3983ed20b2919d022335cac
decodedfeatures-imagery-VGG19_leaky-conv3_1-S3.zip,13001213,ff01ecd5ac66870a588300fe850f2efb
decodedfeatures-imagery-VGG19_leaky-conv3_2-S1.zip,13001216,d913f779916d6e0e119bd6c42657b291
decodedfeatures-imagery-VGG19_leaky-conv3_2-S2.zip,13001234,e973b4a9b2b62fd0d268706e85840351
decodedfeatures-imagery-VGG19_leaky-conv3_2-S3.zip,13001252,1d057ed7c7fc373a7c8cffdc539b11ad
decodedfeatures-imagery-VGG19_leaky-conv3_3-S1.zip,13001780,32150723f3dbe5ba6f24b90669987880
decodedfeatures-imagery-VGG19_leaky-conv3_3-S2.zip,13001786,af4a82682f93ea7a206db70a286fd3ca
decodedfeatures-imagery-VGG19_leaky-conv3_3-S3.zip,13001789,85b1ab0f42b1b62ab684e7d8038f5fcb
decodedfeatures-imagery-VGG19_leaky-conv3_4-S1.zip,13001792,c2e5d8a3abf9c2a15f6846c72bc4ab60
decodedfeatures-imagery-VGG19_leaky-conv3_4-S2.zip,13001795,77b3dd865c09ba306ba7e5df8b5215de
decodedfeatures-imagery-VGG19_leaky-conv3_4-S3.zip,13001798,083bbecd0f7d42b4ee1e9b2d57db60f6
decodedfeatures-imagery-VGG19_leaky-conv4_1-S1.zip,13001801,29200f9516e992e0a958be02bea3574f
decodedfeatures-imagery-VGG19_leaky-conv4_1-S2.zip,13001804,7725815d728b9baf4f942c7787742a27
decodedfeatures-imagery-VGG19_leaky-conv4_1-S3.zip,13001816,7d6e5d2e761ab3bcf6994016d73822ec
decodedfeatures-imagery-VGG19_leaky-conv4_2-S1.zip,13001861,4318377af9b0b67f75d1e68c97be6258
decodedfeatures-imagery-VGG19_leaky-conv4_2-S2.zip,13001921,a422fd69b8562afaf0f577371876dc37
decodedfeatures-imagery-VGG19_leaky-conv4_2-S3.zip,13001987,a6d8b06a356c217d7884c47ad163eafc
decodedfeatures-imagery-VGG19_leaky-conv4_3-S1.zip,13002005,99f2640e80b4ebe10582b5f49749f284
decodedfeatures-imagery-VGG19_leaky-conv4_3-S2.zip,13002008,060ed90eb4e1a80732dd5ce407f8a7bd
decodedfeatures-imagery-VGG19_leaky-conv4_3-S3.zip,13002011,9725e4faf302c7f29f641c3c072e2d7a
decodedfeatures-imagery-VGG19_leaky-conv4_4-S1.zip,13002014,eb0e0cf187ff9efcf74b88692482ad3c
decodedfeatures-imagery-VGG19_leaky-conv4_4-S2.zip,13002020,6aa64383d25a89f8da30743936142997
decodedfeatures-imagery-VGG19_leaky-conv4_4-S3.zip,13002023,70a58638956605452ea75ce51131ce8d
decodedfeatures-imagery-VGG19_leaky-conv5_1-S1.zip,13002026,ac3a59684320a4e5c34babb7f24b98b5
decodedfeatures-imagery-VGG19_leaky-conv5_1-S2.zip,13002029,357e74455c41c25a1f725b3decb341c7
decodedfeatures-imagery-VGG19_leaky-conv5_1-S3.zip,13002032,31cfea6aec1de05d315567d40ce697c7
decodedfeatures-imagery-VGG19_leaky-conv5_2-S1.zip,13002035,edac4ed4c2f91f106928e80fdf0e49c7
decodedfeatures-imagery-VGG19_leaky-conv5_2-S2.zip,13002038,bac49020bc41a8affae46a3176883747
decodedfeatures-imagery-VGG19_leaky-conv5_2-S3.zip,13002041,b44ee767d2a1848f01fa99c369fe4e86
decodedfeatures-imagery-VGG19_leaky-conv5_3-S1.zip,13002044,3d89dd7bafa8a53bbc74aa699ebe9b6d
decodedfeatures-imagery-VGG19_leaky-conv5_3-S2.zip,13002047,c1e1d9d76ef316e444e78b0b504051d8
